,Geographic area,Indicator,Sex,Series Name,Series Year,TIME_PERIOD,Unit of measure,STD_ERR,INTERVAL
203795,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2014 (Direct),2014,2013-04,Deaths per 1000 children aged 15,1.5507235274683602,2.0
203796,Kenya,Mortality rate age 15-19,Total,World Health Survey 2003 (Direct),2003,1993-03,Deaths per 1000 children aged 15,3.81883686460977,4.0
203797,Kenya,Mortality rate age 15-19,Total,World Health Survey 2003 (Direct),2003,1997-03,Deaths per 1000 children aged 15,1.43957126804328,4.0
203798,Kenya,Mortality rate age 15-19,Total,World Health Survey 2003 (Direct),2003,2001-03,Deaths per 1000 children aged 15,2.6261740639615603,4.0
203799,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2003 (Direct),2003,1992-03,Deaths per 1000 children aged 15,2.13917352471604,2.0
203800,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2003 (Direct),2003,1994-03,Deaths per 1000 children aged 15,1.65071936643877,2.0
203801,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2003 (Direct),2003,1996-03,Deaths per 1000 children aged 15,1.97717452770239,2.0
203802,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2003 (Direct),2003,1998-03,Deaths per 1000 children aged 15,2.81674999384817,2.0
203803,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2003 (Direct),2003,2000-03,Deaths per 1000 children aged 15,2.70655579968239,2.0
203804,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2003 (Direct),2003,2002-03,Deaths per 1000 children aged 15,1.98957354354213,2.0
203805,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 1998 (Direct),1998,1987-02,Deaths per 1000 children aged 15,2.3286405567260897,2.0
203806,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 1998 (Direct),1998,1989-02,Deaths per 1000 children aged 15,1.5855764303112,2.0
203807,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 1998 (Direct),1998,1991-02,Deaths per 1000 children aged 15,2.02488989832153,2.0
203808,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 1998 (Direct),1998,1993-02,Deaths per 1000 children aged 15,2.5108088600113,2.0
203809,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 1998 (Direct),1998,1995-02,Deaths per 1000 children aged 15,2.24846254547568,2.0
203810,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 1998 (Direct),1998,1997-02,Deaths per 1000 children aged 15,2.94861762541963,2.0
203811,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1997-11,Deaths per 1000 children aged 15,2.5671754703109904,2.0
203812,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1999-11,Deaths per 1000 children aged 15,2.0582232270188,2.0
203813,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2001-11,Deaths per 1000 children aged 15,2.29039570003205,2.0
203814,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2003-11,Deaths per 1000 children aged 15,2.05223025217777,2.0
203815,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2005-11,Deaths per 1000 children aged 15,2.43837508143931,2.0
203816,Kenya,Mortality rate age 15-19,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2007-11,Deaths per 1000 children aged 15,2.8327276937511003,2.0
203817,Kenya,Mortality rate age 15-19,Total,Census 2009 (Household Deaths),2009,2009-02,Deaths per 1000 children aged 15,,1.0
203818,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,1990-06,Deaths per 1000 children aged 15,,1.0
203819,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,1991-06,Deaths per 1000 children aged 15,,1.0
203820,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,1992-06,Deaths per 1000 children aged 15,,1.0
203821,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,1993-06,Deaths per 1000 children aged 15,,1.0
203822,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,1994-06,Deaths per 1000 children aged 15,,1.0
203823,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,1995-06,Deaths per 1000 children aged 15,,1.0
203824,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,1996-06,Deaths per 1000 children aged 15,,1.0
203825,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,1997-06,Deaths per 1000 children aged 15,,1.0
203826,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,1998-06,Deaths per 1000 children aged 15,,1.0
203827,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,1999-06,Deaths per 1000 children aged 15,,1.0
203828,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2000-06,Deaths per 1000 children aged 15,,1.0
203829,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2001-06,Deaths per 1000 children aged 15,,1.0
203830,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2002-06,Deaths per 1000 children aged 15,,1.0
203831,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2003-06,Deaths per 1000 children aged 15,,1.0
203832,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2004-06,Deaths per 1000 children aged 15,,1.0
203833,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2005-06,Deaths per 1000 children aged 15,,1.0
203834,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2006-06,Deaths per 1000 children aged 15,,1.0
203835,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2007-06,Deaths per 1000 children aged 15,,1.0
203836,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2008-06,Deaths per 1000 children aged 15,,1.0
203837,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2009-06,Deaths per 1000 children aged 15,,1.0
203838,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2010-06,Deaths per 1000 children aged 15,,1.0
203839,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2011-06,Deaths per 1000 children aged 15,,1.0
203840,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2012-06,Deaths per 1000 children aged 15,,1.0
203841,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2013-06,Deaths per 1000 children aged 15,,1.0
203842,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2014-06,Deaths per 1000 children aged 15,,1.0
203843,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2015-06,Deaths per 1000 children aged 15,,1.0
203844,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2016-06,Deaths per 1000 children aged 15,,1.0
203845,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2017-06,Deaths per 1000 children aged 15,,1.0
203846,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2018-06,Deaths per 1000 children aged 15,,1.0
203847,Kenya,Mortality rate age 15-19,Total,UN IGME estimate,2020,2019-06,Deaths per 1000 children aged 15,,1.0
203848,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2014 (Direct),2014,2003-04,Deaths per 1000 children aged 15,3.63414080253162,2.0
203849,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2014 (Direct),2014,2005-04,Deaths per 1000 children aged 15,3.1506276470413397,2.0
203850,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2014 (Direct),2014,2007-04,Deaths per 1000 children aged 15,2.86935205596716,2.0
203851,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2014 (Direct),2014,2009-04,Deaths per 1000 children aged 15,3.13150180709014,2.0
203852,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2014 (Direct),2014,2011-04,Deaths per 1000 children aged 15,3.26622755703455,2.0
203853,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2014 (Direct),2014,2013-04,Deaths per 1000 children aged 15,2.73350591454927,2.0
203854,Kenya,Mortality rate age 15-24,Total,World Health Survey 2003 (Direct),2003,1993-03,Deaths per 1000 children aged 15,4.9388210929673395,4.0
203855,Kenya,Mortality rate age 15-24,Total,World Health Survey 2003 (Direct),2003,1997-03,Deaths per 1000 children aged 15,4.55728357677555,4.0
203856,Kenya,Mortality rate age 15-24,Total,World Health Survey 2003 (Direct),2003,2001-03,Deaths per 1000 children aged 15,4.4758899752423,4.0
203857,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2003 (Direct),2003,1992-03,Deaths per 1000 children aged 15,3.54253183246862,2.0
203858,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2003 (Direct),2003,1994-03,Deaths per 1000 children aged 15,3.53627422349999,2.0
203859,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2003 (Direct),2003,1996-03,Deaths per 1000 children aged 15,2.9999970608524307,2.0
203860,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2003 (Direct),2003,1998-03,Deaths per 1000 children aged 15,4.827172399367151,2.0
203861,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2003 (Direct),2003,2000-03,Deaths per 1000 children aged 15,4.17785199240922,2.0
203862,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2003 (Direct),2003,2002-03,Deaths per 1000 children aged 15,3.26225760503758,2.0
203863,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 1998 (Direct),1998,1987-02,Deaths per 1000 children aged 15,3.39521069184959,2.0
203864,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 1998 (Direct),1998,1989-02,Deaths per 1000 children aged 15,2.6474620116323195,2.0
203865,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 1998 (Direct),1998,1991-02,Deaths per 1000 children aged 15,3.15717297415875,2.0
203866,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 1998 (Direct),1998,1993-02,Deaths per 1000 children aged 15,3.86049890092722,2.0
203867,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 1998 (Direct),1998,1995-02,Deaths per 1000 children aged 15,3.80375249173712,2.0
203868,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 1998 (Direct),1998,1997-02,Deaths per 1000 children aged 15,4.0925375771812496,2.0
203869,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1997-11,Deaths per 1000 children aged 15,5.39755302524101,2.0
203870,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,1999-11,Deaths per 1000 children aged 15,3.3736457602451897,2.0
203871,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2001-11,Deaths per 1000 children aged 15,3.6610186397285003,2.0
203872,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2003-11,Deaths per 1000 children aged 15,3.5921708628662903,2.0
203873,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2005-11,Deaths per 1000 children aged 15,4.30711140180767,2.0
203874,Kenya,Mortality rate age 15-24,Total,Demographic and Health Survey 2008-2009 (Direct),2008-2009,2007-11,Deaths per 1000 children aged 15,4.22842928841784,2.0
203875,Kenya,Mortality rate age 15-24,Total,Census 2009 (Household Deaths),2009,2009-02,Deaths per 1000 children aged 15,,1.0
203876,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,1990-06,Deaths per 1000 children aged 15,,1.0
203877,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,1991-06,Deaths per 1000 children aged 15,,1.0
203878,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,1992-06,Deaths per 1000 children aged 15,,1.0
203879,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,1993-06,Deaths per 1000 children aged 15,,1.0
203880,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,1994-06,Deaths per 1000 children aged 15,,1.0
203881,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,1995-06,Deaths per 1000 children aged 15,,1.0
203882,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,1996-06,Deaths per 1000 children aged 15,,1.0
203883,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,1997-06,Deaths per 1000 children aged 15,,1.0
203884,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,1998-06,Deaths per 1000 children aged 15,,1.0
203885,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,1999-06,Deaths per 1000 children aged 15,,1.0
203886,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2000-06,Deaths per 1000 children aged 15,,1.0
203887,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2001-06,Deaths per 1000 children aged 15,,1.0
203888,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2002-06,Deaths per 1000 children aged 15,,1.0
203889,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2003-06,Deaths per 1000 children aged 15,,1.0
203890,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2004-06,Deaths per 1000 children aged 15,,1.0
203891,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2005-06,Deaths per 1000 children aged 15,,1.0
203892,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2006-06,Deaths per 1000 children aged 15,,1.0
203893,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2007-06,Deaths per 1000 children aged 15,,1.0
203894,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2008-06,Deaths per 1000 children aged 15,,1.0
203895,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2009-06,Deaths per 1000 children aged 15,,1.0
203896,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2010-06,Deaths per 1000 children aged 15,,1.0
203897,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2011-06,Deaths per 1000 children aged 15,,1.0
203898,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2012-06,Deaths per 1000 children aged 15,,1.0
203899,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2013-06,Deaths per 1000 children aged 15,,1.0
203900,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2014-06,Deaths per 1000 children aged 15,,1.0
203901,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2015-06,Deaths per 1000 children aged 15,,1.0
203902,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2016-06,Deaths per 1000 children aged 15,,1.0
203903,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2017-06,Deaths per 1000 children aged 15,,1.0
203904,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2018-06,Deaths per 1000 children aged 15,,1.0
203905,Kenya,Mortality rate age 15-24,Total,UN IGME estimate,2020,2019-06,Deaths per 1000 children aged 15,,1.0
203906,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1952-06,Deaths per 1000 children aged 1,,1.0
203907,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1953-06,Deaths per 1000 children aged 1,,1.0
203908,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1954-06,Deaths per 1000 children aged 1,,1.0
203909,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1955-06,Deaths per 1000 children aged 1,,1.0
203910,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1956-06,Deaths per 1000 children aged 1,,1.0
203911,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1957-06,Deaths per 1000 children aged 1,,1.0
203912,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1958-06,Deaths per 1000 children aged 1,,1.0
203913,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1959-06,Deaths per 1000 children aged 1,,1.0
203914,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1960-06,Deaths per 1000 children aged 1,,1.0
203915,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1961-06,Deaths per 1000 children aged 1,,1.0
203916,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1962-06,Deaths per 1000 children aged 1,,1.0
203917,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1963-06,Deaths per 1000 children aged 1,,1.0
203918,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1964-06,Deaths per 1000 children aged 1,,1.0
203919,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1965-06,Deaths per 1000 children aged 1,,1.0
203920,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1966-06,Deaths per 1000 children aged 1,,1.0
203921,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1967-06,Deaths per 1000 children aged 1,,1.0
203922,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1968-06,Deaths per 1000 children aged 1,,1.0
203923,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1969-06,Deaths per 1000 children aged 1,,1.0
203924,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1970-06,Deaths per 1000 children aged 1,,1.0
203925,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1971-06,Deaths per 1000 children aged 1,,1.0
203926,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1972-06,Deaths per 1000 children aged 1,,1.0
203927,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1973-06,Deaths per 1000 children aged 1,,1.0
203928,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1974-06,Deaths per 1000 children aged 1,,1.0
203929,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1975-06,Deaths per 1000 children aged 1,,1.0
203930,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1976-06,Deaths per 1000 children aged 1,,1.0
203931,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1977-06,Deaths per 1000 children aged 1,,1.0
203932,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1978-06,Deaths per 1000 children aged 1,,1.0
203933,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1979-06,Deaths per 1000 children aged 1,,1.0
203934,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1980-06,Deaths per 1000 children aged 1,,1.0
203935,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1981-06,Deaths per 1000 children aged 1,,1.0
203936,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1982-06,Deaths per 1000 children aged 1,,1.0
203937,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1983-06,Deaths per 1000 children aged 1,,1.0
203938,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1984-06,Deaths per 1000 children aged 1,,1.0
203939,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1985-06,Deaths per 1000 children aged 1,,1.0
203940,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1986-06,Deaths per 1000 children aged 1,,1.0
203941,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1987-06,Deaths per 1000 children aged 1,,1.0
203942,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1988-06,Deaths per 1000 children aged 1,,1.0
203943,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1989-06,Deaths per 1000 children aged 1,,1.0
203944,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1990-06,Deaths per 1000 children aged 1,,1.0
203945,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1991-06,Deaths per 1000 children aged 1,,1.0
203946,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1992-06,Deaths per 1000 children aged 1,,1.0
203947,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1993-06,Deaths per 1000 children aged 1,,1.0
203948,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1994-06,Deaths per 1000 children aged 1,,1.0
203949,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1995-06,Deaths per 1000 children aged 1,,1.0
203950,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1996-06,Deaths per 1000 children aged 1,,1.0
203951,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1997-06,Deaths per 1000 children aged 1,,1.0
203952,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1998-06,Deaths per 1000 children aged 1,,1.0
203953,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,1999-06,Deaths per 1000 children aged 1,,1.0
203954,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2000-06,Deaths per 1000 children aged 1,,1.0
203955,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2001-06,Deaths per 1000 children aged 1,,1.0
203956,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2002-06,Deaths per 1000 children aged 1,,1.0
203957,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2003-06,Deaths per 1000 children aged 1,,1.0
203958,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2004-06,Deaths per 1000 children aged 1,,1.0
203959,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2005-06,Deaths per 1000 children aged 1,,1.0
203960,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2006-06,Deaths per 1000 children aged 1,,1.0
203961,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2007-06,Deaths per 1000 children aged 1,,1.0
203962,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2008-06,Deaths per 1000 children aged 1,,1.0
203963,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2009-06,Deaths per 1000 children aged 1,,1.0
203964,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2010-06,Deaths per 1000 children aged 1,,1.0
203965,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2011-06,Deaths per 1000 children aged 1,,1.0
203966,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2012-06,Deaths per 1000 children aged 1,,1.0
203967,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2013-06,Deaths per 1000 children aged 1,,1.0
203968,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2014-06,Deaths per 1000 children aged 1,,1.0
203969,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2015-06,Deaths per 1000 children aged 1,,1.0
203970,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2016-06,Deaths per 1000 children aged 1,,1.0
203971,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2017-06,Deaths per 1000 children aged 1,,1.0
203972,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2018-06,Deaths per 1000 children aged 1,,1.0
203973,Kenya,Child Mortality rate age 1-4,Female,UN IGME estimate,2020,2019-06,Deaths per 1000 children aged 1,,1.0
203974,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1952-06,Deaths per 1000 children aged 1,,1.0
203975,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1953-06,Deaths per 1000 children aged 1,,1.0
203976,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1954-06,Deaths per 1000 children aged 1,,1.0
203977,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1955-06,Deaths per 1000 children aged 1,,1.0
203978,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1956-06,Deaths per 1000 children aged 1,,1.0
203979,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1957-06,Deaths per 1000 children aged 1,,1.0
203980,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1958-06,Deaths per 1000 children aged 1,,1.0
203981,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1959-06,Deaths per 1000 children aged 1,,1.0
203982,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1960-06,Deaths per 1000 children aged 1,,1.0
203983,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1961-06,Deaths per 1000 children aged 1,,1.0
203984,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1962-06,Deaths per 1000 children aged 1,,1.0
203985,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1963-06,Deaths per 1000 children aged 1,,1.0
203986,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1964-06,Deaths per 1000 children aged 1,,1.0
203987,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1965-06,Deaths per 1000 children aged 1,,1.0
203988,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1966-06,Deaths per 1000 children aged 1,,1.0
203989,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1967-06,Deaths per 1000 children aged 1,,1.0
203990,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1968-06,Deaths per 1000 children aged 1,,1.0
203991,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1969-06,Deaths per 1000 children aged 1,,1.0
203992,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1970-06,Deaths per 1000 children aged 1,,1.0
203993,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1971-06,Deaths per 1000 children aged 1,,1.0
203994,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1972-06,Deaths per 1000 children aged 1,,1.0
203995,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1973-06,Deaths per 1000 children aged 1,,1.0
203996,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1974-06,Deaths per 1000 children aged 1,,1.0
203997,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1975-06,Deaths per 1000 children aged 1,,1.0
203998,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1976-06,Deaths per 1000 children aged 1,,1.0
203999,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1977-06,Deaths per 1000 children aged 1,,1.0
204000,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1978-06,Deaths per 1000 children aged 1,,1.0
204001,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1979-06,Deaths per 1000 children aged 1,,1.0
204002,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1980-06,Deaths per 1000 children aged 1,,1.0
204003,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1981-06,Deaths per 1000 children aged 1,,1.0
204004,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1982-06,Deaths per 1000 children aged 1,,1.0
204005,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1983-06,Deaths per 1000 children aged 1,,1.0
204006,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1984-06,Deaths per 1000 children aged 1,,1.0
204007,Kenya,Child Mortality rate age 1-4,Male,UN IGME estimate,2020,1985-06,Deaths per 1000 children aged 1,,1.0
